gene	pathway
ENSG00000115268	SELENOCYSTEINE_SYNTHESIS
ENSG00000089009	SELENOCYSTEINE_SYNTHESIS
ENSG00000163923	SELENOCYSTEINE_SYNTHESIS
ENSG00000142534	SELENOCYSTEINE_SYNTHESIS
ENSG00000185088	SELENOCYSTEINE_SYNTHESIS
ENSG00000280831	SELENOCYSTEINE_SYNTHESIS
ENSG00000197728	SELENOCYSTEINE_SYNTHESIS
ENSG00000131469	SELENOCYSTEINE_SYNTHESIS
ENSG00000137818	SELENOCYSTEINE_SYNTHESIS
ENSG00000278270	SELENOCYSTEINE_SYNTHESIS
ENSG00000130255	SELENOCYSTEINE_SYNTHESIS
ENSG00000142937	SELENOCYSTEINE_SYNTHESIS
ENSG00000089157	SELENOCYSTEINE_SYNTHESIS
ENSG00000163682	SELENOCYSTEINE_SYNTHESIS
ENSG00000149806	SELENOCYSTEINE_SYNTHESIS
ENSG00000213741	SELENOCYSTEINE_SYNTHESIS
ENSG00000274005	SELENOCYSTEINE_SYNTHESIS
ENSG00000198755	SELENOCYSTEINE_SYNTHESIS
ENSG00000149273	SELENOCYSTEINE_SYNTHESIS
ENSG00000138326	SELENOCYSTEINE_SYNTHESIS
ENSG00000161016	SELENOCYSTEINE_SYNTHESIS
ENSG00000277359	SELENOCYSTEINE_SYNTHESIS
ENSG00000162244	SELENOCYSTEINE_SYNTHESIS
ENSG00000144713	SELENOCYSTEINE_SYNTHESIS
ENSG00000140988	SELENOCYSTEINE_SYNTHESIS
ENSG00000171858	SELENOCYSTEINE_SYNTHESIS
ENSG00000140986	SELENOCYSTEINE_SYNTHESIS
ENSG00000122026	SELENOCYSTEINE_SYNTHESIS
ENSG00000147403	SELENOCYSTEINE_SYNTHESIS
ENSG00000118181	SELENOCYSTEINE_SYNTHESIS
ENSG00000145592	SELENOCYSTEINE_SYNTHESIS
ENSG00000105640	SELENOCYSTEINE_SYNTHESIS
ENSG00000132394	SELENOCYSTEINE_SYNTHESIS
ENSG00000172809	SELENOCYSTEINE_SYNTHESIS
ENSG00000280858	SELENOCYSTEINE_SYNTHESIS
ENSG00000229117	SELENOCYSTEINE_SYNTHESIS
ENSG00000109475	SELENOCYSTEINE_SYNTHESIS
ENSG00000223367	SELENOCYSTEINE_SYNTHESIS
ENSG00000168028	SELENOCYSTEINE_SYNTHESIS
ENSG00000277079	SELENOCYSTEINE_SYNTHESIS
ENSG00000037241	SELENOCYSTEINE_SYNTHESIS
ENSG00000075213	SEMAPHORIN_INTERACTIONS
ENSG00000010810	SEMAPHORIN_INTERACTIONS
ENSG00000105357	SEMAPHORIN_INTERACTIONS
ENSG00000136040	SEMAPHORIN_INTERACTIONS
ENSG00000095970	SEMAPHORIN_INTERACTIONS
ENSG00000112902	SEMAPHORIN_INTERACTIONS
ENSG00000276480	SEMAPHORIN_INTERACTIONS
ENSG00000138623	SEMAPHORIN_INTERACTIONS
ENSG00000213949	SEMAPHORIN_INTERACTIONS
ENSG00000160007	SEMAPHORIN_INTERACTIONS
ENSG00000164885	SEMAPHORIN_INTERACTIONS
ENSG00000176749	SEMAPHORIN_INTERACTIONS
ENSG00000076356	SEMAPHORIN_INTERACTIONS
ENSG00000182511	SEMAPHORIN_INTERACTIONS
ENSG00000101335	SEMAPHORIN_INTERACTIONS
ENSG00000067560	SEMAPHORIN_INTERACTIONS
ENSG00000113657	SEMAPHORIN_INTERACTIONS
ENSG00000072832	SEMAPHORIN_INTERACTIONS
ENSG00000221866	SEMAPHORIN_INTERACTIONS
ENSG00000155366	SEMAPHORIN_INTERACTIONS
ENSG00000149269	SEMAPHORIN_INTERACTIONS
ENSG00000170381	SEMAPHORIN_INTERACTIONS
ENSG00000186111	SEMAPHORIN_INTERACTIONS
ENSG00000136238	SEMAPHORIN_INTERACTIONS
ENSG00000137872	SEMAPHORIN_INTERACTIONS
ENSG00000133392	SEMAPHORIN_INTERACTIONS
ENSG00000096384	SEMAPHORIN_INTERACTIONS
ENSG00000137076	SEMAPHORIN_INTERACTIONS
ENSG00000141736	SEMAPHORIN_INTERACTIONS
ENSG00000157851	SEMAPHORIN_INTERACTIONS
ENSG00000172602	SEMAPHORIN_INTERACTIONS
ENSG00000011600	SEMAPHORIN_INTERACTIONS
ENSG00000137101	SEMAPHORIN_INTERACTIONS
ENSG00000004399	SEMAPHORIN_INTERACTIONS
ENSG00000006607	SEMAPHORIN_INTERACTIONS
ENSG00000092964	SEMAPHORIN_INTERACTIONS
ENSG00000133026	SEMAPHORIN_INTERACTIONS
ENSG00000151640	SEMAPHORIN_INTERACTIONS
ENSG00000106683	SEMAPHORIN_INTERACTIONS
ENSG00000092421	SEMAPHORIN_INTERACTIONS
ENSG00000080824	SEMAPHORIN_INTERACTIONS
ENSG00000070831	SEMAPHORIN_INTERACTIONS
ENSG00000118680	SEMAPHORIN_INTERACTIONS
ENSG00000182541	SEMAPHORIN_INTERACTIONS
ENSG00000134318	SEMAPHORIN_INTERACTIONS
ENSG00000150093	SEMAPHORIN_INTERACTIONS
ENSG00000105976	SEMAPHORIN_INTERACTIONS
ENSG00000126458	SEMAPHORIN_INTERACTIONS
ENSG00000164050	SEMAPHORIN_INTERACTIONS
ENSG00000132694	SEMAPHORIN_INTERACTIONS
ENSG00000196189	SEMAPHORIN_INTERACTIONS
ENSG00000177105	SEMAPHORIN_INTERACTIONS
ENSG00000128340	SEMAPHORIN_INTERACTIONS
ENSG00000130827	SEMAPHORIN_INTERACTIONS
ENSG00000196914	SEMAPHORIN_INTERACTIONS
ENSG00000099250	SEMAPHORIN_INTERACTIONS
ENSG00000100345	SEMAPHORIN_INTERACTIONS
ENSG00000082701	SEMAPHORIN_INTERACTIONS
ENSG00000067900	SEMAPHORIN_INTERACTIONS
ENSG00000092841	SEMAPHORIN_INTERACTIONS
ENSG00000180370	SEMAPHORIN_INTERACTIONS
ENSG00000187764	SEMAPHORIN_INTERACTIONS
ENSG00000198753	SEMAPHORIN_INTERACTIONS
ENSG00000081237	SEMAPHORIN_INTERACTIONS
ENSG00000114554	SEMAPHORIN_INTERACTIONS
ENSG00000262418	SEMAPHORIN_INTERACTIONS
ENSG00000077264	SEMAPHORIN_INTERACTIONS
ENSG00000143878	SEMAPHORIN_INTERACTIONS
ENSG00000172757	SEMAPHORIN_INTERACTIONS
ENSG00000278637	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000197061	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000175063	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000275126	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000273703	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000124635	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000232045	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000274618	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000274641	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000281877	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000150991	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000100030	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000105968	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000273983	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000277224	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000278705	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000158373	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000197409	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000135446	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000196890	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000185130	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000109320	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000164032	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000166295	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000276410	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000206376	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000089053	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000276180	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000170315	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000170142	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000233822	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000188486	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000176386	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000004897	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000102882	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000275714	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000147883	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000110200	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000169429	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000147889	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000111276	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000221983	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000203812	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000203811	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000168610	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000172216	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000274183	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000276966	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000270276	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000274267	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000123374	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000278463	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000143947	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000278828	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000123080	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000166484	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000196510	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000158406	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000180596	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000163453	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000273542	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000176248	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000105325	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000072401	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000177606	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000071242	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000238134	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000181090	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000184260	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000136244	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000270882	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000133101	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000273802	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000115008	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000236759	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000278272	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000197903	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000196866	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000278588	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000183598	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000277157	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000204371	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000275379	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000184678	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000132475	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000053900	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000197153	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000130177	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000234289	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000146047	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000164162	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000197837	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000153107	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000145386	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000124762	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000197238	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000170345	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000203852	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000163041	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000177189	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000276368	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000274750	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000227333	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000272196	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000277075	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000274290	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000094880	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000275713	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000246705	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000105810	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000173039	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000129355	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000141552	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000117676	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000277775	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000180573	SENESCENCE-ASSOCIATED_SECRETORY_PHENOTYPE_(SASP)
ENSG00000075886	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000105568	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000082898	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000041357	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000175063	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000188312	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000145241	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000117697	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000196510	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000236443	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000135476	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000160783	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000100401	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000108055	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000150991	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000102901	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000099341	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000040275	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000137812	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000089685	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000183785	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000243594	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000137713	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000158560	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000154839	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000100804	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000275911	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000146670	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000120334	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000258947	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000182628	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000175216	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000149503	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000111581	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000122952	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000108344	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000149636	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000166295	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000230669	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000166451	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000186298	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000138092	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000176248	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000123810	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000089053	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000159377	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000115233	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000101843	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000261456	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000161888	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000222028	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000170315	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000170142	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000175279	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000002822	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000013275	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000175166	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000166851	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000186871	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000152253	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000004897	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000072501	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000178462	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000164754	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000068971	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000077380	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000135720	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000243910	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000110200	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000007168	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000151725	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000154611	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000221983	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000177954	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000123416	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000197170	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000240508	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000069248	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000152086	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000178999	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000167553	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000075188	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000156970	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000090273	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000197102	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000242711	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000167842	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000104695	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000031691	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000101367	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000068796	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000226201	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000136930	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000080986	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000134690	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000157020	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000072864	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000138778	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000087191	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000198033	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000176014	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000112640	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000127922	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000118007	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000068878	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000235715	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000113575	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000083642	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000174442	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000117399	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000169679	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000110801	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000167552	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000142945	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000147099	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000100567	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000277909	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000262634	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000072401	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000144635	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000154473	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000230034	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000074054	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000100162	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000163636	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000239836	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000164109	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000092010	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000137285	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000143947	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000165916	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000100764	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000141200	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000125450	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000117724	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000120253	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000131467	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000137267	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000095261	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000240118	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000110713	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000184445	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000123219	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000115163	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000129084	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000100519	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000143106	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000008018	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000101182	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000104833	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000176386	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000188229	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000102384	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000121892	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000126067	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000163535	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000053900	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000275903	SEPARATION_OF_SISTER_CHROMATIDS
ENSG00000127824	SEPARATION_OF_SISTER_CHROMATIDS
